agg_level_desc,state_alpha,year,source_desc,short_desc,unit_desc,sector_desc,group_desc,commodity_desc,domain_desc,domaincat_desc,value,value_num,censored,ch2_tables,ch2_table_name
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),46,46,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),116,116,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),8146,8146,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),10017,10017,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),215,215,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),695,695,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),392,392,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),1030,1030,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),1593,1593,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),4223,4223,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,TOTAL,NOT SPECIFIED,37627,37627,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),1,1,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),7,7,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),7,7,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),3,3,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),3,3,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),1,1,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),2,2,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),3,3,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),4,4,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,TOTAL,NOT SPECIFIED,28,28,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),7324,7324,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),1072,1072,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),4042,4042,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),913,913,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),9328,9328,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),23,23,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),173,173,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),9132,9132,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),12902,12902,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),264,264,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),604,604,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),546,546,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),1070,1070,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),2708,2708,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),5666,5666,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2017,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,TOTAL,NOT SPECIFIED,46439,46439,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),3,3,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),1,1,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),3,3,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),3,3,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),3,3,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),1,1,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),1,1,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),4,4,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,TOTAL,NOT SPECIFIED,16,16,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),2545,2545,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),374,374,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),1307,1307,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),380,380,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),3530,3530,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),2,2,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),83,83,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),3445,3445,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),4564,4564,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),60,60,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),213,213,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),224,224,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),795,795,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),897,897,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),1845,1845,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2022,CENSUS,"INTERNET, ACCESS, VIA OTHER - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,TOTAL,NOT SPECIFIED,16734,16734,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),4,4,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),22,22,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),2,2,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),20,20,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),41,41,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),41,41,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),7,7,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),1,1,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),1,1,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),2,2,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),3,3,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),4,4,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),36,36,FALSE,45,Selected Operation and Producer Characteristics:  2022
STATE,AK,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,TOTAL,NOT SPECIFIED,143,143,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),53544,53544,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),4703,4703,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),13023,13023,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),4980,4980,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),57526,57526,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),482,482,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),1371,1371,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),55673,55673,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),85677,85677,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),2239,2239,FALSE,45,Selected Operation and Producer Characteristics:  2022
NATIONAL,US,2012,CENSUS,"INTERNET, ACCESS, VIA SATELLITE - NUMBER OF OPERATIONS",OPERATIONS,DEMOGRAPHICS,FARMS & LAND & ASSETS,INTERNET,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),5453,5453,FALSE,45,Selected Operation and Producer Characteristics:  2022
